GeneID	padj	pvalue	lfcSE	log2FoldChange	Symbol	EnsemblGeneID
284459	0.94073659	5.57e-01	0.1018	-0.0598656	ZNF875	ENSG00000181666
26155	0.94074894	5.57e-01	0.2027	0.1190685	NOC2L	ENSG00000188976
80851	0.94074894	5.57e-01	0.2131	0.1251988	SH3BP5L	ENSG00000175137
101927751	0.94074894	5.57e-01	0.3309	-0.1943943	ALDH1A3-AS1	ENSG00000259583
54843	0.94084214	5.57e-01	0.2137	-0.1255033	SYTL2	ENSG00000137501
205564	0.94098805	5.57e-01	0.1345	0.078962	SENP5	ENSG00000119231
26503	0.94098805	5.57e-01	0.238	-0.139583	SLC17A5	ENSG00000119899
155066	0.94098805	5.57e-01	0.2882	-0.1691371	ATP6V0E2	ENSG00000171130
54892	0.94098805	5.58e-01	0.203	0.119073	NCAPG2	ENSG00000146918
8767	0.94098805	5.57e-01	0.1901	-0.1115725	RIPK2	ENSG00000104312
25980	0.94098805	5.58e-01	0.1411	-0.0827628	AAR2	ENSG00000131043
8573	0.94098805	5.57e-01	0.1288	0.0755727	CASK	ENSG00000147044
1716	0.94102949	5.58e-01	0.1127	-0.0660574	DGUOK	ENSG00000114956
57804	0.94102949	5.58e-01	0.207	0.1213069	POLD4	ENSG00000175482
10694	0.94102949	5.58e-01	0.1082	-0.0634362	CCT8	ENSG00000156261
23229	0.94102949	5.58e-01	0.1288	-0.075485	ARHGEF9	ENSG00000131089
701	0.9410718	5.58e-01	0.3769	0.2208472	BUB1B	ENSG00000156970
26168	0.9410718	5.58e-01	0.1952	0.1143517	SENP3	ENSG00000161956
145783	0.94135281	5.58e-01	0.3101	-0.181502	TCF12-DT	ENSG00000285331
51065	0.94135281	5.58e-01	0.1278	-0.0747822	RPS27L	ENSG00000185088
64223	0.94135281	5.58e-01	0.3602	0.2108662	MLST8	ENSG00000167965
441869	0.94137988	5.84e-01	0.2297	0.1257398	ANKRD65	ENSG00000235098
79906	0.94137988	5.86e-01	0.4614	0.2509998	MORN1	ENSG00000116151
9651	0.94137988	5.83e-01	0.2692	0.1479611	PLCH2	ENSG00000149527
79258	0.94137988	5.66e-01	0.3121	0.1790041	MMEL1	ENSG00000142606
199953	0.94137988	5.84e-01	0.3824	0.2092408	TMEM201	ENSG00000188807
23400	0.94137988	5.64e-01	0.2524	0.1455029	ATP13A2	ENSG00000159363
29092	0.94137988	5.77e-01	0.2832	0.1577791	LINC00339	ENSG00000218510
148898	0.94137988	5.68e-01	0.513	-0.2930599	ZNF436-AS1	ENSG00000249087
1870	0.94137988	5.81e-01	0.511	0.2817717	E2F2	ENSG00000007968
164091	0.94137988	5.84e-01	0.179	0.0980337	PAQR7	ENSG00000182749
6118	0.94137988	5.75e-01	0.1651	0.0924891	RPA2	ENSG00000117748
84879	0.94137988	5.83e-01	0.338	0.185706	MFSD2A	ENSG00000168389
107984947	0.94137988	5.81e-01	0.2998	-0.1656798	MED8-AS1	
9048	0.94137988	5.59e-01	0.3678	0.2148329	ARTN	ENSG00000117407
11004	0.94137988	5.59e-01	0.4293	0.2509546	KIF2C	ENSG00000142945
55706	0.94137988	5.66e-01	0.1754	-0.1006635	NDC1	ENSG00000058804
1573	0.94137988	5.71e-01	0.2011	-0.1140093	CYP2J2	ENSG00000134716
23421	0.94137988	5.75e-01	0.3192	0.1789454	ITGB3BP	ENSG00000142856
84455	0.94137988	5.74e-01	0.2891	-0.1624989	EFCAB7	ENSG00000203965
26009	0.94137988	5.71e-01	0.1459	-0.0826266	ZZZ3	ENSG00000036549
2787	0.94137988	5.60e-01	0.095	-0.0553193	GNG5	ENSG00000174021
51100	0.94137988	5.63e-01	0.1043	-0.0603854	SH3GLB1	ENSG00000097033
8543	0.94137988	5.74e-01	0.1983	0.1116217	LMO4	ENSG00000143013
79871	0.94137988	5.71e-01	0.2179	0.1233863	RPAP2	ENSG00000122484
8412	0.94137988	5.79e-01	0.1626	-0.0901796	BCAR3	ENSG00000137936
57535	0.94137988	5.67e-01	0.6821	-0.3901827	ELAPOR1	ENSG00000116299
84722	0.94137988	5.86e-01	0.3765	0.2049865	PSRC1	ENSG00000134222
5565	0.94137988	5.77e-01	0.1569	-0.0875336	PRKAB2	ENSG00000131791
51027	0.94137988	5.70e-01	0.1884	-0.106972	BOLA1	ENSG00000178096
10962	0.94137988	5.61e-01	0.2299	0.133504	MLLT11	ENSG00000213190
51686	0.94137988	5.76e-01	0.2217	-0.1240731	OAZ3	ENSG00000143450
28956	0.94137988	5.62e-01	0.221	0.1282067	LAMTOR2	ENSG00000116586
57147	0.94137988	5.72e-01	0.1498	-0.0847035	SCYL3	ENSG00000000457
22920	0.94137988	5.76e-01	0.1831	0.1023597	KIFAP3	ENSG00000075945
9910	0.94137988	5.77e-01	0.1407	0.0784418	RABGAP1L	ENSG00000152061
51278	0.94137988	5.64e-01	0.1505	0.0867302	IER5	ENSG00000162783
51022	0.94137988	5.71e-01	0.2081	-0.1180478	GLRX2	ENSG00000023572
64710	0.94137988	5.85e-01	0.11	-0.0601208	NUCKS1	ENSG00000069275
9261	0.94137988	5.81e-01	0.1148	0.0633344	MAPKAPK2	ENSG00000162889
5284	0.94137988	5.63e-01	0.2929	-0.1696224	PIGR	ENSG00000162896
80342	0.94137988	5.66e-01	0.3871	0.222177	TRAF3IP3	ENSG00000009790
8462	0.94137988	5.67e-01	0.1391	-0.0796891	KLF11	ENSG00000172059
105373428	0.94137988	5.79e-01	0.4348	-0.241485	LOC105373428	
64225	0.94137988	5.84e-01	0.1722	-0.0943554	ATL2	ENSG00000119787
150962	0.94137988	5.71e-01	0.1942	-0.10995	PUS10	ENSG00000162927
7072	0.94137988	5.88e-01	0.1476	0.0800782	TIA1	ENSG00000116001
7039	0.94137988	5.68e-01	0.1274	0.0728427	TGFA	ENSG00000163235
10322	0.94137988	5.80e-01	0.1963	-0.1086727	SMYD5	ENSG00000135632
200424	0.94137988	5.88e-01	0.166	0.0899948	TET3	ENSG00000187605
54884	0.94137988	5.83e-01	0.1422	-0.0780354	RETSAT	ENSG00000042445
7549	0.94137988	5.79e-01	0.2046	-0.1133931	ZNF2	ENSG00000275111
130827	0.94137988	5.61e-01	0.2108	-0.122593	TMEM182	ENSG00000170417
4867	0.94137988	5.82e-01	0.4757	0.2618286	NPHP1	ENSG00000144061
150472	0.94137988	5.65e-01	0.1138	-0.0655317	ZNG1B	ENSG00000136682
100506922	0.94137988	5.77e-01	0.4387	0.2443678	MAP3K2-DT	
130074	0.94137988	5.79e-01	0.076	0.0422094	FAM168B	ENSG00000152102
150776	0.94137988	5.79e-01	0.2499	-0.138521	SMPD4BP	ENSG00000152117
85461	0.94137988	5.60e-01	0.1175	-0.0683997	TANC1	ENSG00000115183
114880	0.94137988	5.66e-01	0.306	0.1755406	OSBPL6	ENSG00000079156
57695	0.94137988	5.82e-01	0.1739	-0.0958023	USP37	ENSG00000135913
64320	0.94137988	5.85e-01	0.1945	0.1061635	RNF25	ENSG00000163481
3667	0.94137988	5.65e-01	0.2339	0.1346013	IRS1	ENSG00000169047
5707	0.94137988	5.70e-01	0.0993	-0.0564071	PSMD1	ENSG00000173692
26058	0.94137988	5.65e-01	0.1066	-0.0613552	GIGYF2	ENSG00000204120
10752	0.94137988	5.67e-01	0.5127	0.2935946	CHL1	ENSG00000134121
6419	0.94137988	5.78e-01	0.1988	-0.110662	SETMAR	ENSG00000170364
100507582	0.94137988	5.74e-01	0.231	0.1297957	BHLHE40-AS1	ENSG00000235831
132014	0.94137988	5.77e-01	0.2149	0.1196977	IL17RE	ENSG00000163701
92106	0.94137988	5.65e-01	0.1558	0.0896004	OXNAD1	ENSG00000154814
114884	0.94137988	5.61e-01	0.0856	0.0497457	OSBPL10	ENSG00000144645
115560	0.94137988	5.68e-01	0.2564	-0.1462663	ZNF501	ENSG00000186446
54859	0.94137988	5.69e-01	0.1708	-0.0972214	ELP6	ENSG00000163832
51300	0.94137988	5.76e-01	0.0933	-0.052242	TIMMDC1	ENSG00000113845
1475	0.94137988	5.74e-01	0.3426	-0.1926119	CSTA	ENSG00000121552
105374071	0.94137988	5.87e-01	0.2738	-0.1487832	LOC105374071	
165631	0.94137988	5.63e-01	0.5344	-0.3093922	PARP15	ENSG00000173200
57501	0.94137988	5.69e-01	0.1732	0.098577	CFAP92	ENSG00000114656
22820	0.94137988	5.84e-01	0.146	0.0799268	COPG1	ENSG00000181789
22808	0.94137988	5.69e-01	0.292	-0.1665014	MRAS	ENSG00000158186
5217	0.94137988	5.73e-01	0.142	0.0799777	PFN2	ENSG00000070087
6747	0.94137988	5.71e-01	0.1096	-0.0620754	SSR3	ENSG00000114850
165679	0.94137988	5.82e-01	0.3716	-0.2047671	SPTSSB	ENSG00000196542
79782	0.94137988	5.82e-01	1.1914	-0.6562688	LRRC31	ENSG00000114248
5290	0.94137988	5.65e-01	0.1527	-0.0878359	PIK3CA	ENSG00000121879
110599583	0.94137988	5.75e-01	0.4193	0.2348358	EEF1AKMT4-ECE2	ENSG00000284917
131408	0.94137988	5.71e-01	0.2624	-0.1484951	FAM131A	ENSG00000175182
1962	0.94137988	5.76e-01	0.1829	0.1023517	EHHADH	ENSG00000113790
2119	0.94137988	5.75e-01	0.7288	0.4090676	ETV5	ENSG00000244405
26998	0.94137988	5.60e-01	1.3788	-0.8028815	FETUB	ENSG00000090512
84984	0.94137988	5.63e-01	0.3027	0.1752206	CEP19	ENSG00000174007
1739	0.94137988	5.59e-01	0.2716	-0.1588185	DLG1	ENSG00000075711
7468	0.94137988	5.78e-01	0.1726	0.0959345	NSD2	ENSG00000109685
93622	0.94137988	5.85e-01	0.2414	0.1320118	LOC93622	ENSG00000170846
100129931	0.94137988	5.61e-01	0.1327	0.077127	LOC100129931	ENSG00000245748
132864	0.94137988	5.64e-01	0.2313	0.133347	CPEB2	ENSG00000137449
57545	0.94137988	5.81e-01	0.3724	0.2056963	CC2D2A	ENSG00000048342
64151	0.94137988	5.67e-01	0.324	-0.1856939	NCAPG	ENSG00000109805
5099	0.94137988	5.73e-01	0.1535	0.0864503	PCDH7	ENSG00000169851
326340	0.94137988	5.65e-01	0.1739	-0.1000421	ZAR1	ENSG00000182223
57050	0.94137988	5.64e-01	0.1068	-0.0615307	UTP3	ENSG00000132467
8671	0.94137988	5.73e-01	0.161	0.0906823	SLC4A4	ENSG00000080493
8615	0.94137988	5.76e-01	0.1294	-0.0722967	USO1	ENSG00000138768
55153	0.94137988	5.73e-01	0.1393	-0.0785947	SDAD1	ENSG00000198301
8987	0.94137988	5.65e-01	0.2221	0.1279059	STBD1	ENSG00000118804
153020	0.94137988	5.85e-01	0.2889	0.1578087	RASGEF1B	ENSG00000138670
133308	0.94137988	5.87e-01	0.9972	-0.5421931	SLC9B2	ENSG00000164038
54790	0.94137988	5.86e-01	0.2131	-0.1161869	TET2	ENSG00000168769
7368	0.94137988	5.88e-01	0.9523	-0.5164543	UGT8	ENSG00000174607
80854	0.94137988	5.69e-01	0.1039	-0.0592153	SETD7	ENSG00000145391
987	0.94137988	5.72e-01	0.1207	0.0681833	LRBA	ENSG00000198589
54969	0.94137988	5.61e-01	0.2014	-0.1171466	HPF1	ENSG00000056050
51166	0.94137988	5.70e-01	0.3875	0.2199566	AADAT	ENSG00000109576
3660	0.94137988	5.84e-01	0.1102	-0.06041	IRF2	ENSG00000168310
79192	0.94137988	5.70e-01	0.5347	0.3039264	IRX1	ENSG00000170549
79925	0.94137988	5.77e-01	0.5798	0.3231697	SPEF2	ENSG00000152582
4214	0.94137988	5.81e-01	0.1631	-0.0900996	MAP3K1	ENSG00000095015
3842	0.94137988	5.67e-01	0.1186	-0.067968	TNPO1	ENSG00000083312
2150	0.94137988	5.73e-01	0.1847	-0.1042264	F2RL1	ENSG00000164251
167555	0.94137988	5.81e-01	0.4019	0.2219261	FAM151B	ENSG00000152380
4437	0.94137988	5.85e-01	0.1972	0.107578	MSH3	ENSG00000113318
153643	0.94137988	5.64e-01	0.8195	0.4723686	FAM81B	ENSG00000153347
22836	0.94137988	5.76e-01	0.3264	0.1825908	RHOBTB3	ENSG00000164292
2745	0.94137988	5.83e-01	0.1687	0.0926918	GLRX	ENSG00000173221
1105	0.94137988	5.70e-01	0.1757	0.0998543	CHD1	ENSG00000153922
56929	0.94137988	5.67e-01	0.1279	-0.0732957	FEM1C	ENSG00000145780
401207	0.94137988	5.77e-01	0.3153	-0.1759914	C5orf63	ENSG00000164241
134549	0.94137988	5.63e-01	0.3089	0.1785653	SHROOM1	ENSG00000164403
56951	0.94137988	5.87e-01	0.1137	-0.0617247	C5orf15	ENSG00000113583
91368	0.94137988	5.86e-01	0.1457	-0.0794179	CDKN2AIPNL	ENSG00000237190
8382	0.94137988	5.84e-01	0.376	0.2056261	NME5	ENSG00000112981
1958	0.94137988	5.61e-01	0.1449	-0.0843385	EGR1	ENSG00000120738
23438	0.94137988	5.83e-01	0.1296	0.0711626	HARS2	ENSG00000112855
56119	0.94137988	5.67e-01	0.2678	0.1530915	PCDHACT	
56132	0.94137988	5.63e-01	0.6862	0.3968499	PCDHB3	ENSG00000113205
56130	0.94137988	5.62e-01	0.6353	0.3681469	PCDHB6	ENSG00000113211
56128	0.94137988	5.67e-01	0.525	0.3003731	PCDHB8	ENSG00000120322
64411	0.94137988	5.78e-01	0.2655	0.1477394	ARAP3	ENSG00000120318
375484	0.94137988	5.64e-01	0.1413	0.0814488	SIMC1	ENSG00000170085
27166	0.94137988	5.61e-01	0.1514	0.0879936	PRELID1	ENSG00000169230
11282	0.94137988	5.83e-01	0.2035	0.1115914	MGAT4B	ENSG00000161013
23061	0.94137988	5.84e-01	0.1472	0.080512	TBC1D9B	ENSG00000197226
401233	0.94137988	5.80e-01	0.2943	-0.1628014	HTATSF1P2	
670	0.94137988	5.82e-01	0.1948	0.1071322	BPHL	ENSG00000137274
23408	0.94137988	5.75e-01	0.1327	-0.0743817	SIRT5	ENSG00000124523
8339	0.94137988	5.81e-01	0.3338	0.1841032	H2BC8	ENSG00000273802
105374986	0.94137988	5.81e-01	0.6079	-0.3357975	LOC105374986	
414777	0.94137988	5.74e-01	0.1781	0.1001837	HCG18	ENSG00000231074
6890	0.94137988	5.69e-01	0.1827	0.1040985	TAP1	ENSG00000168394
10471	0.94137988	5.64e-01	0.1359	-0.0783455	PFDN6	ENSG00000204220
6882	0.94137988	5.59e-01	0.1319	-0.0771475	TAF11	ENSG00000064995
55166	0.94137988	5.75e-01	0.3136	-0.1758126	CENPQ	ENSG00000031691
80759	0.94137988	5.82e-01	0.3376	0.1858452	KHDC1	ENSG00000135314
8732	0.94137988	5.82e-01	0.1292	-0.0711366	RNGTT	ENSG00000111880
10973	0.94137988	5.62e-01	0.1175	-0.0681277	ASCC3	ENSG00000112249
101927686	0.94137988	5.76e-01	0.4091	0.2289116	LINC02541	ENSG00000230943
2070	0.94137988	5.76e-01	0.232	-0.1298917	EYA4	ENSG00000112319
5071	0.94137988	5.78e-01	0.397	0.2208405	PRKN	ENSG00000185345
135138	0.94137988	5.65e-01	0.6638	0.3824319	PACRG	ENSG00000112530
28969	0.94137988	5.63e-01	0.1287	0.0744348	BZW2	ENSG00000136261
9734	0.94137988	5.66e-01	0.3569	0.204759	HDAC9	ENSG00000048052
90693	0.94137988	5.65e-01	0.168	-0.0966333	CCDC126	ENSG00000169193
5723	0.94137988	5.87e-01	0.1287	-0.069825	PSPH	ENSG00000146733
64940	0.94137988	5.86e-01	0.1859	-0.1012438	STAG3L4	ENSG00000291153
100505854	0.94137988	5.76e-01	0.2824	-0.1579081	APTR	ENSG00000214293
9863	0.94137988	5.63e-01	0.3179	-0.1837978	MAGI2	ENSG00000187391
2770	0.94137988	5.75e-01	0.1526	0.0856436	GNAI1	ENSG00000127955
7979	0.94137988	5.86e-01	0.1514	-0.0824956	SEM1	ENSG00000127922
10898	0.94137988	5.80e-01	0.1951	0.1079929	CPSF4	ENSG00000160917
100289187	0.94137988	5.74e-01	0.1648	-0.0925849	TMEM225B	ENSG00000244219
9179	0.94137988	5.69e-01	0.2528	0.1441345	AP4M1	ENSG00000221838
5379	0.94137988	5.62e-01	0.1908	-0.1106131	PMS2P1	
221908	0.94137988	5.79e-01	0.37	0.2051121	PPP1R35	ENSG00000160813
54784	0.94137988	5.61e-01	0.2059	0.1196361	ALKBH4	ENSG00000160993
10156	0.94137988	5.66e-01	0.3921	0.2250058	RASA4	ENSG00000105808
5577	0.94137988	5.86e-01	0.7673	0.4183189	PRKAR2B	ENSG00000005249
4899	0.94137988	5.88e-01	0.1164	0.0630812	NRF1	ENSG00000106459
51650	0.94137988	5.72e-01	0.141	-0.0797318	MRPS33	ENSG00000090263
101928605	0.94137988	5.74e-01	0.5623	-0.3161798	ARHGEF35-AS1	
11194	0.94137988	5.85e-01	0.303	0.1656592	ABCB8	ENSG00000197150
1020	0.94137988	5.64e-01	0.2074	-0.11958	CDK5	ENSG00000164885
107986876	0.94137988	5.65e-01	0.3174	0.1826203	LOC107986876	
157574	0.94137988	5.77e-01	0.3216	0.1793526	FBXO16	ENSG00000214050
5327	0.94137988	5.70e-01	0.839	0.476477	PLAT	ENSG00000104368
8601	0.94137988	5.78e-01	0.2281	0.1269064	RGS20	ENSG00000147509
23678	0.94137988	5.74e-01	0.2233	-0.1255368	SGK3	ENSG00000104205
2171	0.94137988	5.82e-01	0.4998	-0.2749491	FABP5	ENSG00000164687
760	0.94137988	5.71e-01	0.8248	-0.4672971	CA2	ENSG00000104267
51115	0.94137988	5.76e-01	0.0936	-0.0524009	RMDN1	ENSG00000176623
105369147	0.94137988	5.72e-01	0.2094	-0.1181778	LOC105369147	ENSG00000247081
22898	0.94137988	5.87e-01	0.2676	0.1454709	DENND3	ENSG00000105339
26873	0.94137988	5.86e-01	0.4925	0.2685078	OPLAH	ENSG00000178814
26233	0.94137988	5.88e-01	0.3664	0.1985774	FBXL6	ENSG00000182325
84988	0.94137988	5.74e-01	0.3795	0.2133965	PPP1R16A	ENSG00000160972
81704	0.94137988	5.71e-01	0.2918	0.165148	DOCK8	ENSG00000107099
29126	0.94137988	5.75e-01	0.7118	-0.3992803	CD274	ENSG00000120217
4507	0.94137988	5.80e-01	0.1207	0.0668061	MTAP	ENSG00000099810
3301	0.94137988	5.67e-01	0.1506	-0.0862882	DNAJA1	ENSG00000086061
692094	0.94137988	5.80e-01	0.1898	0.1048773	MSMP	ENSG00000215183
301	0.94137988	5.64e-01	0.2815	-0.1624244	ANXA1	ENSG00000135046
5125	0.94137988	5.78e-01	0.2561	-0.1425263	PCSK5	ENSG00000099139
23552	0.94137988	5.83e-01	0.3174	0.1744098	CDK20	ENSG00000156345
549	0.94137988	5.67e-01	0.1553	-0.0889064	AUH	ENSG00000148090
203286	0.94137988	5.72e-01	0.1763	0.0995077	ANKS6	ENSG00000165138
9314	0.94137988	5.79e-01	0.5957	-0.330412	KLF4	ENSG00000136826
57684	0.94137988	5.79e-01	0.2093	0.1159988	ZBTB26	ENSG00000171448
6812	0.94137988	5.65e-01	0.1521	-0.0876372	STXBP1	ENSG00000136854
138428	0.94137988	5.65e-01	0.239	-0.137444	PTRH1	ENSG00000187024
286207	0.94137988	5.72e-01	0.3681	0.2081645	CFAP157	ENSG00000160401
4957	0.94137988	5.78e-01	0.1965	0.1092702	ODF2	ENSG00000136811
89891	0.94137988	5.86e-01	0.2693	-0.1464915	DYNC2I2	ENSG00000119333
2021	0.94137988	5.71e-01	0.2846	-0.1612227	ENDOG	ENSG00000167136
51490	0.94137988	5.65e-01	0.2193	-0.1262317	SPOUT1	ENSG00000198917
6834	0.94137988	5.70e-01	0.1429	0.0812688	SURF1	ENSG00000148290
266655	0.94137988	5.67e-01	0.151	0.0864117	BRD3OS	ENSG00000235106
138151	0.94137988	5.87e-01	0.1272	0.0691628	NACC2	ENSG00000148411
92715	0.94137988	5.85e-01	0.256	0.139937	DPH7	ENSG00000148399
102724316	0.94137988	5.68e-01	0.1328	0.0758629	SVIL-AS1	ENSG00000291093
94134	0.94137988	5.81e-01	0.1382	-0.0763391	ARHGAP12	ENSG00000165322
105376486	0.94137988	5.66e-01	0.35	0.2006453	LOC105376486	
414241	0.94137988	5.73e-01	0.2477	-0.1396582	SHLD2P1	ENSG00000165874
5552	0.94137988	5.77e-01	0.6263	0.3494323	SRGN	ENSG00000122862
11319	0.94137988	5.69e-01	0.0963	-0.054874	ECD	ENSG00000122882
219347	0.94137988	5.64e-01	0.3928	-0.2267711	TMEM254-AS1	
9585	0.94137988	5.82e-01	0.3099	-0.1707851	KIF20B	ENSG00000138182
9044	0.94137988	5.80e-01	0.1574	-0.0871389	BTAF1	ENSG00000095564
26509	0.94137988	5.78e-01	0.1471	0.0818748	MYOF	ENSG00000138119
84458	0.94137988	5.59e-01	0.1444	0.0844737	LCOR	ENSG00000196233
84287	0.94137988	5.85e-01	0.1476	-0.080637	ZDHHC16	ENSG00000171307
27343	0.94137988	5.83e-01	0.2219	0.1217094	POLL	ENSG00000166169
79946	0.94137988	5.76e-01	0.4192	0.2346235	C10orf95	ENSG00000120055
8661	0.94137988	5.77e-01	0.1046	0.0583508	EIF3A	ENSG00000107581
92565	0.94137988	5.61e-01	0.3428	0.1993533	FANK1	ENSG00000203780
664	0.94137988	5.67e-01	0.1572	-0.0901	BNIP3	ENSG00000176171
338440	0.94137988	5.79e-01	0.3332	0.1848444	ANO9	ENSG00000185101
54472	0.94137988	5.63e-01	0.1819	0.1052193	TOLLIP	ENSG00000078902
7262	0.94137988	5.77e-01	0.2872	0.1602444	PHLDA2	ENSG00000181649
27122	0.94137988	5.85e-01	0.2438	0.1331663	DKK3	ENSG00000050165
100131378	0.94137988	5.71e-01	0.2741	-0.1553625	C11orf91	ENSG00000205177
79899	0.94137988	5.70e-01	0.1441	-0.0819122	PRR5L	ENSG00000135362
8567	0.94137988	5.80e-01	0.1734	-0.0959951	MADD	ENSG00000110514
5702	0.94137988	5.61e-01	0.1199	0.0697343	PSMC3	ENSG00000165916
79841	0.94137988	5.68e-01	0.7206	0.4116641	AGBL2	ENSG00000165923
1500	0.94137988	5.70e-01	0.0663	0.0376638	CTNND1	ENSG00000198561
283237	0.94137988	5.60e-01	0.1687	-0.0982078	TTC9C	ENSG00000162222
57410	0.94137988	5.77e-01	0.2487	0.1385604	SCYL1	ENSG00000142186
6494	0.94137988	5.88e-01	0.3162	0.171387	SIPA1	ENSG00000213445
254122	0.94137988	5.81e-01	0.1839	0.1014245	SNX32	ENSG00000172803
10432	0.94137988	5.64e-01	0.189	0.1089786	RBM14	ENSG00000239306
6199	0.94137988	5.74e-01	0.2896	0.1629439	RPS6KB2	ENSG00000175634
6188	0.94137988	5.85e-01	0.1321	-0.0721454	RPS3	ENSG00000149273
25987	0.94137988	5.84e-01	0.2169	0.1186515	TSKU	ENSG00000182704
9440	0.94137988	5.81e-01	0.1499	0.0826921	MED17	ENSG00000042429
53942	0.94137988	5.80e-01	0.563	0.3112921	CNTN5	ENSG00000149972
5519	0.94137988	5.87e-01	0.1007	0.0547049	PPP2R1B	ENSG00000137713
100652768	0.94137988	5.70e-01	0.3487	0.1981858	LOC100652768	
54414	0.94137988	5.70e-01	0.1425	0.0810567	SIAE	ENSG00000110013
100288778	0.94137988	5.61e-01	0.4521	-0.2631058	WASH8P	ENSG00000226210
84318	0.94137988	5.87e-01	0.249	-0.1352733	CCDC77	ENSG00000120647
81029	0.94137988	5.82e-01	0.5167	0.2844694	WNT5B	ENSG00000111186
51258	0.94137988	5.87e-01	0.0935	-0.0508005	MRPL51	ENSG00000111639
121506	0.94137988	5.69e-01	0.7436	-0.4231056	ERP27	ENSG00000139055
9847	0.94137988	5.78e-01	0.1699	-0.0944334	C2CD5	ENSG00000111731
23012	0.94137988	5.70e-01	0.3324	-0.1889172	STK38L	ENSG00000211455
729291	0.94137988	5.67e-01	0.2935	-0.167984	LOC729291	
114134	0.94137988	5.62e-01	0.4138	-0.2399654	SLC2A13	ENSG00000151229
85478	0.94137988	5.74e-01	0.65	0.3652655	CCDC65	ENSG00000139537
100528022	0.94137988	5.84e-01	0.2388	-0.1308936	BLOC1S1-RDH5	
4193	0.94137988	5.72e-01	0.1268	-0.0716778	MDM2	ENSG00000135679
196441	0.94137988	5.83e-01	0.1607	0.088206	ZFC3H1	ENSG00000133858
6636	0.94137988	5.64e-01	0.1221	0.0704211	SNRPF	ENSG00000139343
144535	0.94137988	5.61e-01	0.531	0.3086712	CFAP54	ENSG00000188596
51228	0.94137988	5.76e-01	0.0823	-0.0460488	GLTP	ENSG00000139433
51434	0.94137988	5.77e-01	0.1045	-0.0582962	ANAPC7	ENSG00000196510
643246	0.94137988	5.77e-01	0.324	-0.1807857	MAP1LC3B2	ENSG00000258102
55206	0.94137988	5.77e-01	0.107	-0.0596273	SBNO1	ENSG00000139697
4326	0.94137988	5.87e-01	0.7685	0.4168863	MMP17	ENSG00000198598
10810	0.94137988	5.84e-01	0.3133	0.1714275	WASF3	ENSG00000132970
10186	0.94137988	5.77e-01	0.3169	0.1766118	LHFPL6	ENSG00000183722
100847026	0.94137988	5.77e-01	0.3942	-0.2198319	MIR5006	ENSG00000284584
115207	0.94137988	5.87e-01	0.1407	-0.0764423	KCTD12	ENSG00000178695
11166	0.94137988	5.61e-01	0.3573	-0.2079348	SOX21	ENSG00000125285
5611	0.94137988	5.79e-01	0.1343	-0.0744965	DNAJC3	ENSG00000102580
3843	0.94137988	5.75e-01	0.1062	-0.059553	IPO5	ENSG00000065150
55644	0.94137988	5.77e-01	0.1694	0.0945101	OSGEP	ENSG00000092094
90809	0.94137988	5.70e-01	0.1775	-0.1009103	PIP4P1	ENSG00000165782
4738	0.94137988	5.63e-01	0.104	-0.0602039	NEDD8	ENSG00000129559
1073	0.94137988	5.72e-01	0.2639	0.1491314	CFL2	ENSG00000165410
55172	0.94137988	5.81e-01	0.1968	-0.1087493	DNAAF2	ENSG00000165506
283551	0.94137988	5.75e-01	0.4473	0.2510906	LINC01588	ENSG00000214900
22795	0.94137988	5.67e-01	0.4883	0.2793388	NID2	ENSG00000087303
2764	0.94137988	5.85e-01	0.1362	-0.0744784	GMFB	ENSG00000197045
2643	0.94137988	5.68e-01	0.1599	0.0912955	GCH1	ENSG00000131979
51528	0.94137988	5.61e-01	0.1264	-0.0734711	JKAMP	ENSG00000050130
145389	0.94137988	5.63e-01	0.2959	-0.1712145	SLC38A6	ENSG00000139974
105370532	0.94137988	5.86e-01	0.522	-0.2846007	LOC105370532	ENSG00000274015
2530	0.94137988	5.76e-01	0.277	-0.1548818	FUT8	ENSG00000033170
80127	0.94137988	5.68e-01	0.3941	0.2252795	BBOF1	ENSG00000119636
81892	0.94137988	5.66e-01	0.1341	-0.07693	SLIRP	ENSG00000119705
51550	0.94137988	5.87e-01	0.1765	-0.095887	CINP	ENSG00000100865
81693	0.94137988	5.64e-01	0.1705	-0.098497	AMN	ENSG00000166126
7517	0.94137988	5.77e-01	0.312	-0.1742765	XRCC3	ENSG00000126215
122616	0.94137988	5.65e-01	0.2355	0.1354293	CLBA1	ENSG00000140104
23191	0.94137988	5.78e-01	0.1536	-0.0853701	CYFIP1	ENSG00000273749
100506965	0.94137988	5.63e-01	0.3984	0.2305831	PWAR6	
7337	0.94137988	5.62e-01	0.1226	-0.0710012	UBE3A	ENSG00000114062
643338	0.94137988	5.63e-01	0.3136	0.1815908	C15orf62	ENSG00000188277
105370792	0.94137988	5.82e-01	0.2226	0.1225944	LOC105370792	ENSG00000174171
25963	0.94137988	5.88e-01	0.1205	-0.0653747	TMEM87A	ENSG00000103978
84888	0.94137988	5.64e-01	0.1394	0.0804996	SPPL2A	ENSG00000138600
53944	0.94137988	5.72e-01	0.1217	0.0688052	CSNK1G1	ENSG00000169118
9768	0.94137988	5.82e-01	0.3299	-0.181468	PCLAF	ENSG00000166803
